block	division	pi_block	pi_flank	ratio	D_block	D_flank
chr23:0.1-5.6	4S	0.038919855968462515	0.00902720820963477	4.311394515850783	-0.05475632432432432	-1.1925748041237114
chr23:0.1-5.6	4T	0.03960875283497793	0.009089867687146567	4.357461978350496	-0.17732727927927924	-1.3821111649484537
chr23:0.1-5.6	4W	0.038278644589401084	0.009241598276808989	4.141993997451514	-0.28776110810810807	-1.5285218350515464
chr23:0.1-5.6	4X	0.039916286295672385	0.009095036595609837	4.388798865849526	-0.17260715315315314	-1.4636855463917526
chr23:0.1-5.6	6A	0.03990608028517065	0.009051957778564759	4.408557934248119	-0.20247168468468468	-1.4032787835051546
chr23:0.1-5.6	6B	0.039645242334306184	0.009058396954085245	4.376628948285004	-0.19423173873873875	-1.4066080824742266
chr23:0.1-5.6	6C	0.039266822754224974	0.009024666842097339	4.351055107215386	-0.2247296756756757	-1.4484901855670105
chr23:62.4-65.3	3K	0.02287988344430726	0.01718396474741496	1.3314670846114927	-0.9574132203389831	-1.1442909846938776
chr23:62.4-65.3	3O	0.020442704114764083	0.01601214779628479	1.276699689188935	-0.7344507457627117	-0.9097408214285715
chr23:62.4-65.3	4R	0.02087838510832097	0.015955259472299813	1.3085581682058054	-0.9323013559322033	-1.1028982755102041
chr23:62.4-65.3	4S	0.020372389196257137	0.015672221526093374	1.299904366610582	-0.8057333389830508	-0.9281162755102041
chr23:62.4-65.3	4T	0.021588110646886212	0.016353706470782475	1.3200744849771837	-0.8848639830508473	-1.0784420612244898
chr23:62.4-65.3	4W	0.02055846612701685	0.015908973853732168	1.2922559503857587	-1.031807338983051	-1.2307176122448982
chr23:62.4-65.3	4X	0.02153823816477676	0.01615811929255913	1.3329668988577894	-0.9710579491525424	-1.168961693877551
chr23:62.4-65.3	6A	0.02162468558002099	0.016341847413823413	1.323270560079326	-0.9773127457627118	-1.1409673214285714
chr23:62.4-65.3	6B	0.020760162870692708	0.01583073320215882	1.3113835351518441	-0.9306132372881356	-1.1233246887755102
chr23:62.4-65.3	6C	0.021446245982931638	0.016349801057789815	1.3117129625692685	-0.9664380508474577	-1.1651222959183674
chr23:65.7-67.7	3K	0.022817645443942863	0.018180920289349013	1.2550324780484405	-1.0444487	-1.11882609
chr23:65.7-67.7	3O	0.02091575587140681	0.016644697979269943	1.256601705687675	-0.767353475	-0.9008514700000001
chr23:65.7-67.7	4R	0.020893685113266985	0.016711252679360536	1.2502764163857099	-1.00089635	-1.088961535
chr23:65.7-67.7	4S	0.020728409366693918	0.01631563148831397	1.2704631985308439	-0.8068062749999999	-0.9357819649999999
chr23:65.7-67.7	4T	0.021477261874923624	0.017187932519860866	1.2495547006660856	-0.9558407250000001	-1.0559899400000001
chr23:65.7-67.7	4W	0.020760518197522965	0.016582647925245383	1.2519422887774878	-1.100257575	-1.219134085
chr23:65.7-67.7	4X	0.021060012360892805	0.017055283699565583	1.2348086805163625	-1.07328045	-1.15348276
chr23:65.7-67.7	6A	0.021566503373223155	0.017206447297437064	1.2533966483851393	-1.0326718	-1.133531195
chr23:65.7-67.7	6B	0.020961087219424482	0.016539913181977485	1.2673033400359366	-1.0229431	-1.107128305
chr23:65.7-67.7	6C	0.02153983831995846	0.017160341059112582	1.2552103857236714	-1.0582302000000001	-1.14497464
chr25:61.4-63.8	3K	0.02109423123769551	0.007430368776192836	2.838921172429849	-0.9569262708333334	-1.8769932964824119
chr25:61.4-63.8	3O	0.018320121162166476	0.006836558313680666	2.679728647308691	-0.5923197916666667	-1.4821992562814073
chr25:61.4-63.8	4R	0.01946907960433214	0.006805436711735522	2.8608126750718306	-0.7865042916666667	-1.6752684221105525
chr25:61.4-63.8	4S	0.01881593128991239	0.006842163941277727	2.749997142921227	-0.6647775416666667	-1.485299688442211
chr25:61.4-63.8	4T	0.019526418551833857	0.007101328459824859	2.7496853106151686	-0.8558062291666667	-1.7587593567839195
chr25:61.4-63.8	4W	0.0191302244054566	0.006944125287715468	2.7548789246788212	-0.8874248541666668	-1.799600301507538
chr25:61.4-63.8	4X	0.019556018428458725	0.00686321352635784	2.8493967663041198	-0.8101987291666667	-1.7370774120603014
chr25:61.4-63.8	6A	0.020370057368899606	0.007296929955250418	2.7915928334001037	-1.0056968541666667	-1.8888506582914573
chr25:61.4-63.8	6B	0.01933035901386618	0.0068034417944353226	2.8412617610217357	-0.7999061875	-1.6948347738693466
chr25:61.4-63.8	6C	0.02037748698660882	0.00758287312855744	2.687304223760027	-1.0641264166666666	-1.9532726030150755
chr29:34.4-40.7	3K	0.019689858836131707	0.007076723879482994	2.7823409774708057	-0.6759311451612904	-1.4632543266331655
chr29:34.4-40.7	3O	0.016925593918792132	0.006950462185787684	2.435175311564404	-0.4656513225806452	-1.2099626582914573
chr29:34.4-40.7	4R	0.01926738123426111	0.006963100740730737	2.7670691480242913	-0.5744284435483872	-1.3768730904522613
chr29:34.4-40.7	4S	0.018946642680673767	0.007103227132198822	2.667328853217845	-0.47180518548387096	-1.2208979246231155
chr29:34.4-40.7	4T	0.01940695067656262	0.007106163440437656	2.7310025781460747	-0.5800428225806452	-1.3697073969849247
chr29:34.4-40.7	4W	0.01884116730446377	0.007268344905415937	2.592222514155108	-0.706981	-1.5313727085427133
chr29:34.4-40.7	4X	0.019381944376114242	0.0069770486613263995	2.7779574597992784	-0.6525385564516131	-1.4655772160804024
chr29:34.4-40.7	6A	0.019040046411635748	0.006937072120142815	2.744680476414561	-0.6197178629032258	-1.4012306030150752
chr29:34.4-40.7	6B	0.019367168679917893	0.006966746574583947	2.7799444794752706	-0.6226379112903226	-1.4056747386934672
chr29:34.4-40.7	6C	0.01965877401792652	0.0070508686053494364	2.7881350679278816	-0.590872	-1.4218919296482413
chr30:17.3-18.5	3K	0.05586312863829355	0.009489008843492495	5.887140539088458	0.16069023999999998	-1.5857820276243098
chr30:17.3-18.5	3O	0.05139805399965909	0.008901623585434618	5.774008921671293	0.45466903999999997	-1.3192193591160222
chr30:17.3-18.5	4R	0.05475171531368996	0.008974816386893644	6.100594480534056	0.32051064	-1.4797196961325965
chr30:17.3-18.5	4S	0.05534682451609652	0.008968493953422401	6.171250691982239	0.5036354	-1.288873187845304
chr30:17.3-18.5	4T	0.054566568254132065	0.0090685097445515	6.017148328799724	0.35617208	-1.4471665801104971
chr30:17.3-18.5	4W	0.05291366525127854	0.00910543101540674	5.811220266426331	0.2521932	-1.592037817679558
chr30:17.3-18.5	4X	0.055650399749156136	0.009040400244377458	6.1557451268562	0.35418627999999996	-1.5340590662983422
chr30:17.3-18.5	6A	0.05490172156134163	0.009207919290069151	5.962446002383381	0.14360348	-1.6104907790055247
chr30:17.3-18.5	6B	0.05494922492908028	0.008974782605910397	6.122624618549884	0.33325531999999997	-1.4961218066298343
chr30:17.3-18.5	6C	0.05465778917113431	0.00943528677352065	5.7929123388731405	0.06738648	-1.6743297955801106
chr34:29.9-44.7	3K	0.024177105108283938	0.009988420548988053	2.4205133323840045	-0.8016140168918919	-1.3550876649746193
chr34:29.9-44.7	3O	0.021877976153238797	0.009966775416464789	2.1950907127993564	-0.5999292905405406	-1.1560387106598986
chr34:29.9-44.7	4R	0.023557372857100644	0.009837016293182222	2.3947681039653905	-0.750958367003367	-1.2891018375634518
chr34:29.9-44.7	4S	0.023447296539914203	0.009877066419669792	2.373913016644277	-0.6228870304054053	-1.1173398730964466
chr34:29.9-44.7	4T	0.023641239938059062	0.00993526774385533	2.379527210293902	-0.726995265993266	-1.2666037817258884
chr34:29.9-44.7	4W	0.02320048887802375	0.010085678137497181	2.300340003094832	-0.8480629797297298	-1.4261531319796956
chr34:29.9-44.7	4X	0.024245593793819877	0.009986268235237407	2.4278933053557696	-0.7622566182432433	-1.3350551319796953
chr34:29.9-44.7	6A	0.023657528784912247	0.009817945574552376	2.4096210969259575	-0.7617598581081081	-1.299503852791878
chr34:29.9-44.7	6B	0.023858553334433236	0.009916497948676651	2.405945471668972	-0.7727454155405405	-1.3048259898477157
chr34:29.9-44.7	6C	0.023836322816242723	0.009884344716877071	2.4115228170404945	-0.739417393939394	-1.3033424162436547
chr35:59.7-65.1	3K	0.031872760353363214	0.00909428895865971	3.504700642155594	-0.6231167129629628	-1.5422657299999998
chr35:59.7-65.1	3O	0.0289581728975513	0.00901143252011487	3.2134927308074843	-0.29386144444444445	-1.2981931200000003
chr35:59.7-65.1	4R	0.031075659828270357	0.008895295593936908	3.4934937799539494	-0.4981858796296296	-1.4596247400000002
chr35:59.7-65.1	4S	0.031437931726712665	0.00894253552063382	3.5155501092697294	-0.39467009259259267	-1.29267498
chr35:59.7-65.1	4T	0.031088507503346133	0.008886005564211876	3.4985919464820254	-0.4732529814814814	-1.4440168199999999
chr35:59.7-65.1	4W	0.0300916800616676	0.009178354061302895	3.278548622191199	-0.6085412499999999	-1.5776519799999997
chr35:59.7-65.1	4X	0.03144247452517846	0.009031067212413514	3.481590136098167	-0.4937071759259259	-1.49466006
chr35:59.7-65.1	6A	0.031687850774185206	0.009504950057589938	3.333826120304722	-0.7365128425925929	-1.6587782199999999
chr35:59.7-65.1	6B	0.0313585799103366	0.009015649502524054	3.47823857854693	-0.5030676944444444	-1.45352895
chr35:59.7-65.1	6C	0.032098314093127286	0.009836412203021313	3.263213601730527	-0.88612275	-1.78064829
chr38:19.0-31.8	3K	0.029242953237817164	0.00950407733093835	3.0768850272949084	-0.8195848452380953	-1.665633423469388
chr38:19.0-31.8	3O	0.027577286175737264	0.010200919903475004	2.7034116958748884	-0.6456074642857144	-1.468144168367347
chr38:19.0-31.8	4R	0.02892924920540549	0.009428258015320073	3.0683556981998215	-0.7767021666666667	-1.6113429030612245
chr38:19.0-31.8	4S	0.02863105760657663	0.00959958336181565	2.982531275311661	-0.6347878968253968	-1.4174994336734692
chr38:19.0-31.8	4T	0.028590926762173032	0.009548126515925211	2.9944017514311896	-0.741612873015873	-1.5817712295918367
chr38:19.0-31.8	4W	0.028346996089793533	0.0098442772513713	2.879540606787036	-0.8691617936507936	-1.7170296275510206
chr38:19.0-31.8	4X	0.02885918088697971	0.009486540144186541	3.042118670068027	-0.7867499087301588	-1.6490336734693878
chr38:19.0-31.8	6A	0.02883056653370094	0.00942667748679496	3.058401708776741	-0.7939780000000001	-1.6181820816326529
chr38:19.0-31.8	6B	0.02873703341327981	0.009433419690694438	3.046300743051573	-0.7870240833333334	-1.6192235153061223
chr38:19.0-31.8	6C	0.028629378924619812	0.009584711519114237	2.9869838927886243	-0.7846932103174603	-1.6393475969387754
chr38:61.5-68.0	3K	0.045424390865107404	0.008963144710539144	5.067907785946599	-0.4944927692307692	-1.7741809245283018
chr38:61.5-68.0	3O	0.04098170698806241	0.009974865820671409	4.1084970690166065	-0.3890848034188033	-1.5211774465408805
chr38:61.5-68.0	4R	0.04468139580092095	0.008917951462785196	5.010275732871768	-0.48216055555555554	-1.7256754276729558
chr38:61.5-68.0	4S	0.04481050445227859	0.009283322765407038	4.826989816540524	-0.3436064615384615	-1.5007842389937105
chr38:61.5-68.0	4T	0.0442072944940459	0.008967843550298341	4.929534535933694	-0.46701144444444453	-1.701422427672956
chr38:61.5-68.0	4W	0.043756950960418685	0.009410201256466808	4.64994847271182	-0.5547539914529914	-1.8117040377358489
chr38:61.5-68.0	4X	0.04571367849283224	0.009006233070346944	5.07578230940355	-0.4381211538461538	-1.7594653396226416
chr38:61.5-68.0	6A	0.044989766258462884	0.009064805752613517	4.963125243526776	-0.5044785726495726	-1.7169474213836478
chr38:61.5-68.0	6B	0.04480180632808818	0.008956643645029707	5.002075342469381	-0.4834900683760683	-1.7332857169811322
chr38:61.5-68.0	6C	0.04439200472093213	0.009290387644239465	4.778272599686144	-0.4948339829059829	-1.722143849056604
chr43:45.7-61.6	3K	0.025914296704230004	0.012994570726707155	1.9942403061433587	-0.9616716601941749	-1.4588079191919192
chr43:45.7-61.6	3O	0.023409141202798855	0.012761427251437682	1.8343670140941029	-0.6901973462783172	-1.1607339646464645
chr43:45.7-61.6	4R	0.025565511400188447	0.012784961754577277	1.9996548985401128	-0.8792595469255665	-1.3659232676767674
chr43:45.7-61.6	4S	0.02488336427931903	0.012680796435706276	1.9622871801059012	-0.6925144012944983	-1.1673244646464647
chr43:45.7-61.6	4T	0.02531865982301309	0.012780777258845513	1.9809953111803251	-0.8329092653721684	-1.324243909090909
chr43:45.7-61.6	4W	0.02475474656004967	0.0128498474476232	1.926462291552612	-0.9483944336569577	-1.448640813131313
chr43:45.7-61.6	4X	0.025972400812194173	0.012887345674222466	2.01534136421472	-0.8799348446601941	-1.3927428434343434
chr43:45.7-61.6	6A	0.02583736939839691	0.012907495525880767	2.0017337481613304	-0.9593206796116507	-1.4440545101010098
chr43:45.7-61.6	6B	0.02550813705397587	0.012921430076401801	1.9740955067009933	-0.9369013527508091	-1.4174644343434344
chr43:45.7-61.6	6C	0.026187415784035266	0.013343269519516643	1.962593631623196	-0.9564601488673139	-1.4329442373737378
chr44:8.8-11.7	3K	0.027453182662259594	0.010584960643864584	2.593602714826571	-0.4866415535714285	-1.120793476923077
chr44:8.8-11.7	3O	0.024247671945274028	0.010340027151967943	2.345029813646006	-0.27142519642857144	-0.880493056701031
chr44:8.8-11.7	4R	0.026985217318933358	0.010501775181101645	2.569586270280696	-0.42641905357142856	-1.0320564512820514
chr44:8.8-11.7	4S	0.026231856313132036	0.01040939444329904	2.5200175145652755	-0.3461336428571428	-0.878299092783505
chr44:8.8-11.7	4T	0.026978706107430136	0.01056779198714294	2.5529179738069367	-0.3900993392857143	-1.0107666153846153
chr44:8.8-11.7	4W	0.025953650095848973	0.010600966349544367	2.4482343628007524	-0.5369435714285714	-1.1836163743589745
chr44:8.8-11.7	4X	0.02705901965995653	0.010586419791258942	2.5560123435024544	-0.4657330535714285	-1.102251312820513
chr44:8.8-11.7	6A	0.026324312324184702	0.010471015557201542	2.5140171151861104	-0.460687375	-1.0591583487179488
chr44:8.8-11.7	6B	0.02552505129118645	0.010499442968001392	2.4310862365725328	-0.4946466607142857	-1.0562772051282052
chr44:8.8-11.7	6C	0.025914121236595415	0.010423528499265316	2.486117943498876	-0.458738375	-1.0624989538461538
chr6:12.0-18.9	3K	0.014670289156918445	0.010980642413938644	1.3360137416273774	-1.1204377482014387	-1.4066781600000002
chr6:12.0-18.9	3O	0.012411964222031426	0.009872725866169427	1.2571972918404561	-0.8645612661870504	-1.103637685
chr6:12.0-18.9	4R	0.014095922234066678	0.01066189026593638	1.322084722546964	-0.9330956258992805	-1.214856615
chr6:12.0-18.9	4S	0.013420488536177194	0.010379569553234068	1.2929715887876714	-0.8229250359712231	-1.076888505
chr6:12.0-18.9	4T	0.014334220545734027	0.0107792468956833	1.3297979612540805	-0.8923350791366906	-1.2041160800000001
chr6:12.0-18.9	4W	0.013805269076893206	0.010619516451814266	1.299990365807539	-1.070081928057554	-1.35510018
chr6:12.0-18.9	4X	0.013940610651666479	0.010653112479435204	1.3085950869830267	-0.9955619496402877	-1.277801025
chr6:12.0-18.9	6A	0.014454849807128283	0.01084552724278773	1.3327936469608475	-1.1337000719424462	-1.4132107200000001
chr6:12.0-18.9	6B	0.014497531456490768	0.010834144771229952	1.338133444089554	-0.9241787913669064	-1.2274294
chr6:12.0-18.9	6C	0.014365647023856317	0.010877802822278055	1.320638667437054	-1.22670945323741	-1.4823762449999998
chr6:19.3-23.2	3K	0.015319642266121127	0.011707560058376483	1.3085256184665295	-1.1205383636363637	-1.2909409299999999
chr6:19.3-23.2	3O	0.01315865877764686	0.010353538374523854	1.2709335013453322	-0.8531587922077921	-1.01153878
chr6:19.3-23.2	4R	0.014836873159801265	0.011347283022656396	1.3075264915995686	-0.9308030649350649	-1.0966120700000002
chr6:19.3-23.2	4S	0.014226998799979898	0.01091079768531681	1.3039375497839045	-0.8309598831168831	-0.97506171
chr6:19.3-23.2	4T	0.015075735554642934	0.011473694520684717	1.3139390740675967	-0.9142224415584413	-1.07562356
chr6:19.3-23.2	4W	0.014542022758891871	0.011237687256902511	1.2940405286648053	-1.0557940649350652	-1.25109494
chr6:19.3-23.2	4X	0.014752839298750485	0.011281899383462211	1.3076556346864976	-0.9763934935064935	-1.168001555
chr6:19.3-23.2	6A	0.015133383004935164	0.011543516271574815	1.3109855479824783	-1.1419488961038964	-1.301814015
chr6:19.3-23.2	6B	0.015185628169583068	0.011527625421017046	1.3173249142791186	-0.940333103896104	-1.106323705
chr6:19.3-23.2	6C	0.014980247942905372	0.0115896561235873	1.2925532719143866	-1.2190455194805196	-1.37964064
chr8:29.7-35.5	3K	0.01615101075099908	0.00761689636392535	2.1204188660741727	-1.3614564786324788	-1.735127231155779
chr8:29.7-35.5	3O	0.014544007858699342	0.007364470523959321	1.974888460939908	-1.0565613247863248	-1.4820710904522612
chr8:29.7-35.5	4R	0.01579245931862074	0.007537107805398903	2.095294339203752	-1.2838584358974363	-1.65667848241206
chr8:29.7-35.5	4S	0.015595413083115597	0.007479104897163342	2.0851978007462617	-1.1371804700854704	-1.4755042361809048
chr8:29.7-35.5	4T	0.015737496654409846	0.0075128445688643864	2.094745407036774	-1.2583708547008552	-1.6353164371859297
chr8:29.7-35.5	4W	0.015430418694667599	0.007642305502761906	2.0190790186405256	-1.365113222222222	-1.7660474170854272
chr8:29.7-35.5	4X	0.015866088537697953	0.007580469950686487	2.0930217573464716	-1.3363966239316238	-1.70953367839196
chr8:29.7-35.5	6A	0.016370430748374278	0.007878483376052816	2.0778657473763684	-1.48442758974359	-1.8416435527638193
chr8:29.7-35.5	6B	0.015766326436542497	0.007545653080151944	2.08945816472986	-1.3179079743589743	-1.6779191306532664
chr8:29.7-35.5	6C	0.016472760849522025	0.008138664227571537	2.0240128341597976	-1.5605752905982908	-1.9256735628140704
chr9:27.2-29.9	3K	0.024723844354249097	0.007879982271701315	3.1375507585896045	-0.450047588235294	-1.2197252602040816
chr9:27.2-29.9	3O	0.022827040423567094	0.007580952356899306	3.011104588039333	-0.23424247058823533	-1.0278365384615387
chr9:27.2-29.9	4R	0.024793922534380185	0.007781329242334983	3.1863351057666014	-0.36205772549019605	-1.1264748214285716
chr9:27.2-29.9	4S	0.02447100293454122	0.0076994132510004925	3.1782945189182255	-0.2939244117647059	-0.9915895663265306
chr9:27.2-29.9	4T	0.024443547556034	0.007769119841461787	3.146244111924377	-0.3688844800000001	-1.1366927959183672
chr9:27.2-29.9	4W	0.023823445008347835	0.007910814005106459	3.011503619345584	-0.51095728	-1.3142835076923078
chr9:27.2-29.9	4X	0.024189059425391086	0.00785249983065124	3.080427882465168	-0.4439691960784313	-1.2088055918367344
chr9:27.2-29.9	6A	0.024257269997638102	0.007852652399845613	3.089054342723105	-0.520593705882353	-1.2542430918367347
chr9:27.2-29.9	6B	0.02480806224039369	0.007801337366241292	3.1799755703099777	-0.40413668627450977	-1.1554630615384616
chr9:27.2-29.9	6C	0.024009189815230102	0.007883363653353877	3.045551476623268	-0.5452735490196079	-1.3263211071428571
